timestamp_utc,latitude,longitude,rainfall_mm_hr,rainfall_status,source_file,dataset,version
2015-12-01T11:00:00Z,13.049999237060547,80.25,6.97,VALID,3B-HHR.MS.MRG.3IMERG.20151201-S110000-E112959.0660.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-01T11:30:00Z,13.049999237060547,80.25,13.09,VALID,3B-HHR.MS.MRG.3IMERG.20151201-S113000-E115959.0690.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-01T12:00:00Z,13.049999237060547,80.25,24.39,VALID,3B-HHR.MS.MRG.3IMERG.20151201-S120000-E122959.0720.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-01T12:30:00Z,13.049999237060547,80.25,27.74,VALID,3B-HHR.MS.MRG.3IMERG.20151201-S123000-E125959.0750.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-01T13:00:00Z,13.049999237060547,80.25,34.07,VALID,3B-HHR.MS.MRG.3IMERG.20151201-S130000-E132959.0780.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-01T13:30:00Z,13.049999237060547,80.25,33.31,VALID,3B-HHR.MS.MRG.3IMERG.20151201-S133000-E135959.0810.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-01T14:00:00Z,13.049999237060547,80.25,30.2,VALID,3B-HHR.MS.MRG.3IMERG.20151201-S140000-E142959.0840.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-01T14:30:00Z,13.049999237060547,80.25,22.65,VALID,3B-HHR.MS.MRG.3IMERG.20151201-S143000-E145959.0870.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-01T15:00:00Z,13.049999237060547,80.25,14.95,VALID,3B-HHR.MS.MRG.3IMERG.20151201-S150000-E152959.0900.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-01T15:30:00Z,13.049999237060547,80.25,12.16,VALID,3B-HHR.MS.MRG.3IMERG.20151201-S153000-E155959.0930.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-01T16:00:00Z,13.049999237060547,80.25,10.66,VALID,3B-HHR.MS.MRG.3IMERG.20151201-S160000-E162959.0960.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-01T16:30:00Z,13.049999237060547,80.25,10.82,VALID,3B-HHR.MS.MRG.3IMERG.20151201-S163000-E165959.0990.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-01T17:00:00Z,13.049999237060547,80.25,8.02,VALID,3B-HHR.MS.MRG.3IMERG.20151201-S170000-E172959.1020.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-01T17:30:00Z,13.049999237060547,80.25,11.01,VALID,3B-HHR.MS.MRG.3IMERG.20151201-S173000-E175959.1050.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-01T18:00:00Z,13.049999237060547,80.25,9.49,VALID,3B-HHR.MS.MRG.3IMERG.20151201-S180000-E182959.1080.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-01T18:30:00Z,13.049999237060547,80.25,10.97,VALID,3B-HHR.MS.MRG.3IMERG.20151201-S183000-E185959.1110.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-01T19:00:00Z,13.049999237060547,80.25,7.05,VALID,3B-HHR.MS.MRG.3IMERG.20151201-S190000-E192959.1140.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-01T19:30:00Z,13.049999237060547,80.25,5.81,VALID,3B-HHR.MS.MRG.3IMERG.20151201-S193000-E195959.1170.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-01T20:00:00Z,13.049999237060547,80.25,8.6,VALID,3B-HHR.MS.MRG.3IMERG.20151201-S200000-E202959.1200.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-01T20:30:00Z,13.049999237060547,80.25,7.19,VALID,3B-HHR.MS.MRG.3IMERG.20151201-S203000-E205959.1230.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-01T21:00:00Z,13.049999237060547,80.25,7.07,VALID,3B-HHR.MS.MRG.3IMERG.20151201-S210000-E212959.1260.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-01T21:30:00Z,13.049999237060547,80.25,5.83,VALID,3B-HHR.MS.MRG.3IMERG.20151201-S213000-E215959.1290.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-01T22:00:00Z,13.049999237060547,80.25,7.14,VALID,3B-HHR.MS.MRG.3IMERG.20151201-S220000-E222959.1320.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-01T22:30:00Z,13.049999237060547,80.25,6.3,VALID,3B-HHR.MS.MRG.3IMERG.20151201-S223000-E225959.1350.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-01T23:00:00Z,13.049999237060547,80.25,5.57,VALID,3B-HHR.MS.MRG.3IMERG.20151201-S230000-E232959.1380.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-01T23:30:00Z,13.049999237060547,80.25,6.79,VALID,3B-HHR.MS.MRG.3IMERG.20151201-S233000-E235959.1410.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T00:00:00Z,13.0827,80.2707,,MISSING,3B-HHR.MS.MRG.3IMERG.20151202-S000000-E002959.0000.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T00:30:00Z,13.0827,80.2707,,MISSING,3B-HHR.MS.MRG.3IMERG.20151202-S003000-E005959.0030.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T01:00:00Z,13.049999237060547,80.25,7.92,VALID,3B-HHR.MS.MRG.3IMERG.20151202-S010000-E012959.0060.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T01:30:00Z,13.049999237060547,80.25,6.68,VALID,3B-HHR.MS.MRG.3IMERG.20151202-S013000-E015959.0090.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T02:00:00Z,13.049999237060547,80.25,4.98,VALID,3B-HHR.MS.MRG.3IMERG.20151202-S020000-E022959.0120.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T02:30:00Z,13.049999237060547,80.25,4.02,VALID,3B-HHR.MS.MRG.3IMERG.20151202-S023000-E025959.0150.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T03:00:00Z,13.049999237060547,80.25,3.82,VALID,3B-HHR.MS.MRG.3IMERG.20151202-S030000-E032959.0180.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T03:30:00Z,13.049999237060547,80.25,2.4,VALID,3B-HHR.MS.MRG.3IMERG.20151202-S033000-E035959.0210.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T04:00:00Z,13.049999237060547,80.25,1.48,VALID,3B-HHR.MS.MRG.3IMERG.20151202-S040000-E042959.0240.V07B.HDF5,GPM_3IMERGHH,V07B
